PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Rank
51,132.2,38.1,17.6,55.7,20,2.1,28.3,20.3,1.2,8.1,3.1,160,Very Unhealthy
34.3,109.4,36.3,35.3,71.6,19.8,1.9,22.8,25.6,1,10.1,2.2,114,Very Unhealthy
26,113.8,26.8,42,68.6,17.5,1.7,21.9,29.6,0.7,12.2,2.4,100,Moderate
53.4,151,23.5,70.2,93.7,22.5,1.8,18.4,37.4,0.7,16.3,1.4,125,Very Unhealthy
47.4,135.4,23,79.4,102.4,25.4,1.8,12.4,52.1,0.8,15.1,-0.6,133,Very Unhealthy
38.3,122.6,40.3,72.7,112.9,25.5,1.8,12.9,54.6,0.9,13.3,-0.8,131,Very Unhealthy
36.9,117.8,17.6,68.4,86,24.2,1.8,10.9,34.3,0.8,12.9,-0.2,117,Very Unhealthy
46,121.4,11.1,13.4,16.5,20.9,2.3,12.6,35.6,1.4,8.6,3.9,112,Very Unhealthy
47.4,125.1,40.2,38.1,78.2,23.4,2.1,14.5,40.6,1.8,11.3,2.2,118,Very Unhealthy
51.6,173.7,18.5,35.7,31.8,22.2,2.8,17.5,48.1,2.2,15.7,5.5,150,Very Unhealthy
51.2,174.1,18.8,37.2,32.2,20.4,2.9,24.1,47.6,4.3,18.8,6.6,151,Very Unhealthy
48,153.7,15.6,36.2,30.2,21.3,2.3,17.9,59,1.7,13.4,4,146,Very Unhealthy
50.6,184.8,17.8,38.7,32.1,20.3,2.3,18,59.7,1.9,16.6,5.5,152,Very Unhealthy
73.4,257.4,23.4,48.7,38.7,21.5,3.2,22.1,72.8,3.4,25.4,8.9,186,Very Unhealthy
66.3,217.3,54.6,17.9,72.5,22.2,3.3,22.4,56.1,3.2,17,6.3,201,Severe
65.6,209.6,27.5,30.5,57.9,19.4,2.7,19.8,70.9,2.9,19.7,6,164,Very Unhealthy
43.3,146.7,38.8,23.8,62.6,21,1.9,14.7,65.1,1,9.8,2.2,156,Very Unhealthy
18.7,94.6,40.8,24.6,60.4,20.3,1.6,12.3,44.4,0.6,6.7,1.5,103,Very Unhealthy
52.3,203.4,50.5,36.4,86.9,19.6,1.6,13.7,38.5,0.6,16.6,5.3,132,Very Unhealthy
72.4,188.5,85.9,34.6,118.3,25.5,2,20.7,32.7,1.3,12.2,3.8,170,Very Unhealthy
86.5,222.6,31,30.5,61.6,20.5,2.8,26.3,55.9,3.1,19.9,6.6,180,Very Unhealthy
101.7,261.7,39.3,34.5,73.7,22.5,3.2,26,69.2,2.9,22.2,7,213,Severe
94.7,221.2,95.6,45.7,141.3,30.4,3.3,24.5,55.4,3.1,16.7,3.8,225,Severe
78.5,152.2,73.9,34.5,108.4,28.6,2.6,22,56.5,2.5,9.7,1.5,190,Very Unhealthy
49.6,100.4,59.6,32.5,92.1,25.5,1.9,16.8,56.4,0.8,5.7,-0.2,139,Very Unhealthy
47.7,119.5,43.9,31,74.8,21.9,1.9,15.4,68.1,0.9,9.6,1.5,118,Very Unhealthy
52.6,130.6,64,37.8,101.8,24,2.2,17.9,58.4,1.6,11.4,2,125,Very Unhealthy
59.8,168.1,61.2,34.6,95.8,22.8,2.4,19.9,90.6,1.7,14,2.6,165,Very Unhealthy
55,136.6,48,32.2,80.2,22.9,2.3,19.2,83.5,1.3,10.7,1.4,155,Very Unhealthy
49.9,120.2,50.6,34.2,84.8,23.5,2.2,18.3,77,1.3,9.6,0.8,143,Very Unhealthy
64.7,182.7,58,28.4,86.4,21.6,3,22.7,101.8,4,18.3,4.8,166,Very Unhealthy
35.6,84.1,32.4,20.7,53.1,20.3,1.7,17,70.4,0.5,5.4,0.4,114,Very Unhealthy
38.3,103.8,37.2,21.7,58.8,20,1.9,16.8,57,0.8,8.1,2,105,Very Unhealthy
58.4,196.3,53.9,32.5,86.4,19.9,2.5,21.3,78.9,1.9,17.9,5,156,Very Unhealthy
31.7,126.1,41.1,22.3,63.4,19.3,1.8,18.1,62.8,0.9,9.1,2,140,Very Unhealthy
35.6,118,54.3,26.2,80.4,21.5,2,15.7,57,1,9.1,2,119,Very Unhealthy
27.8,116.1,45.9,24.5,70.5,22.2,1.7,8.1,45.8,0.6,7.3,1.5,118,Very Unhealthy
22.7,109.5,54.5,18.3,72.8,22,1.7,7.7,37.6,0.8,6.5,2,108,Very Unhealthy
49.1,133.7,57.2,13.9,71.1,22.4,1.9,10,49.8,1.1,8.6,3.5,106,Very Unhealthy
41.1,150.8,90.3,38.7,128.9,24.9,2.4,17.6,70.3,2.5,12.9,2.1,159,Very Unhealthy
49.8,203.4,108.9,35.4,144.2,26.2,2.8,15,72,3,16.5,4.2,184,Very Unhealthy
15.9,58.7,35.6,12.5,48.2,22.3,1.6,7.5,63.4,0.4,1,-0.9,114,Very Unhealthy
16.8,81.4,41.8,7.4,49.3,19.7,1.6,7.7,73.3,0.4,4.2,1.1,95,Moderate
22.2,126.6,29.9,5.5,35.4,17.1,1.5,6.8,76.3,0.3,8.1,3.1,106,Very Unhealthy
23.4,92.1,37.3,10.1,47.4,20.6,1.7,7.1,80.7,0.4,4.5,0.7,113,Very Unhealthy
25.2,102.9,41.2,15.5,56.7,20.9,1.8,7.2,80.8,0.6,6.4,1.1,113,Very Unhealthy
29.1,108.5,40.9,17.9,58.8,21.4,1.8,8.2,81.2,0.8,6.9,1,122,Very Unhealthy
36.2,132.2,54.5,20.1,74.6,22.8,2.1,10.4,89.1,1,8.4,1.3,151,Very Unhealthy
30.2,158.1,51.2,17.4,68.6,20.2,2,9.8,61.2,1.1,10.9,3.5,142,Very Unhealthy
23.7,128.8,40.5,9.5,49.9,20.1,1.7,7.2,46.2,0.6,6.8,2.7,127,Very Unhealthy
21,92.1,36.5,9,45.5,20.5,1.5,6.7,60.5,0.4,4,1.1,109,Very Unhealthy
23.4,90.2,36.5,10.9,47.4,21.4,1.6,7.4,97.6,0.4,3,-0.7,142,Very Unhealthy
21.5,99.3,42.4,14.7,57.1,21.1,1.6,5.2,68.6,0.5,5.7,1.2,104,Very Unhealthy
28,113.6,43.5,18,61.4,22.1,1.7,4.3,85.4,0.6,6.6,0.8,124,Very Unhealthy
39.5,158.6,62.3,25.1,87.4,23.9,2.2,6,89.5,1.3,11,2.1,153,Very Unhealthy
37.5,132.1,46.7,20.5,67.1,23.3,1.9,4,87.2,0.9,8.2,1.3,135,Very Unhealthy
40.7,145.4,59.7,23.6,83.3,24.1,2.3,6,86.7,1.1,10.3,2.1,137,Very Unhealthy
35.6,140.9,87.1,20.4,107.5,26,2.3,7.2,57.9,1.6,8.6,2.4,140,Very Unhealthy
27.1,92.8,54.3,10.7,64.9,23.3,1.8,4.4,65.6,0.8,4,0.9,108,Very Unhealthy
19.8,79.2,40.3,3.5,43.6,21.7,1.6,3.2,55.1,0.4,2,0.9,98,Moderate
18,65.9,46.9,7.2,54.1,22.5,1.4,3.2,37.3,0.4,1.2,0.7,81,Moderate
32,115.4,46.9,10.2,57,20.9,1.4,3.9,51.4,0.8,6.6,2.7,90,Moderate
49.6,188.4,69.6,20.7,90.3,14,-2.8,5.6,66.3,1.7,7.4,1.9,149,Very Unhealthy
55,206.2,85.6,34.9,120.6,25.7,1.7,4.8,50.4,1.9,14.2,4,160,Very Unhealthy
40.7,151.1,43,23.5,66.4,24.9,1.7,1.2,35.3,1.2,8,2.1,147,Very Unhealthy
34.5,127.5,26.8,10.1,36.8,15.7,1.6,24.1,29.8,0.6,8.4,3.8,128,Very Unhealthy
32.9,105.1,29.2,10.5,39.7,10.4,1.6,42.9,32.6,1.4,10.5,4.7,111,Very Unhealthy
29.6,100.8,20.6,5.2,25.7,13.2,1.5,28.8,22,0.6,7.5,4.1,98,Moderate
24.2,89.4,25.9,5.6,31.5,13.9,1.5,28.9,17.4,0.7,6.3,3.5,101,Very Unhealthy
18.4,90.5,27.1,5.8,32.7,12.9,1.5,28.3,14.4,0.4,7,4,87,Moderate
19.8,87.1,25,2.5,27.2,12.5,1.4,29.7,13.1,0.8,6.6,4.1,90,Moderate
22.9,89.8,21,18.8,39.8,15.4,1.7,22.5,43.4,1.1,9.1,2.9,86,Moderate
27.4,92.7,32.9,29.4,62.2,20,1.8,23,35.7,0.6,6.3,0.5,138,Very Unhealthy
16.9,66.3,33.3,19.6,52.9,18.1,1.7,22.4,21.7,0.5,5,1.4,94,Moderate
19.1,60.6,36.5,19.4,55.9,18.8,1.8,22.7,25.8,0.6,4.4,1,94,Moderate
17.8,66.1,43.1,21.1,64.2,19.2,1.8,22.9,14,0.6,4.8,1.4,95,Moderate
18.7,71.1,52.3,22.3,74.7,19.9,1.9,23,15,1,5.5,1.6,98,Moderate
16.1,59.2,44.9,21.8,66.7,19.4,1.8,23.2,21.2,0.4,4.2,0.9,95,Moderate
16.9,60.7,38.4,18.5,56.9,18.4,1.7,23.3,22.3,0.6,4.4,1.2,93,Moderate
14.2,52.3,40.4,17.8,58.2,18.9,1.8,23.5,19.2,0.4,3.3,0.8,94,Moderate
17.2,65,29.9,15.3,45.3,17.5,1.7,23,20.8,0.3,4.5,1.6,92,Moderate
22.3,77,44.1,20.9,65.1,18.6,1.8,23.7,24.6,1.5,7,2.1,96,Moderate
33.1,114.5,71.9,34.1,103.7,21,2.1,25.3,26,0.8,10.3,2.8,109,Very Unhealthy
22.7,83.8,48,30.7,78.7,20.3,1.9,23.8,15.1,0.6,6.9,1.4,108,Very Unhealthy
20.7,84.3,32.6,28.6,61.2,18.2,1.9,22.7,35.4,1,8.3,1.6,102,Very Unhealthy
27.3,106.5,35,24.9,60,18.4,1.9,20,28.4,0.8,9.3,2.8,101,Very Unhealthy
13.2,50.1,21.7,20.5,42.2,19,1.7,19.5,19.1,0.2,3,0.3,93,Moderate
21.4,88.2,37.2,34.2,71.4,19.3,1.8,20.1,32.8,0.3,8.4,1.4,96,Moderate
21.5,95.8,34.4,27.2,61.7,18.6,1.8,20.1,21.3,0.4,8.2,2.2,99,Moderate
22.3,75.2,49.9,34.3,84.2,21.8,1.9,20.2,23.3,0.5,6.3,0.6,102,Very Unhealthy
21.2,69.2,35.8,23.5,59.3,20.3,1.9,20.3,15,0.6,4.9,1.1,100,Moderate
21,75.9,38.7,27.1,65.8,19.2,1.9,22.6,24.4,0.5,6.5,1.3,98,Moderate
18.1,71.7,42.5,22.3,64.8,18.1,1.8,24.6,32.5,0.3,6,1.4,97,Moderate
16.2,67.4,26.8,14.7,41.4,16.5,1.8,23.6,34.4,0.2,5.2,1.6,93,Moderate
17.5,57.1,25.7,15.7,41.4,17.6,1.8,22.4,31.8,0.2,4,1,90,Moderate
17.2,74.2,28.7,18.7,47.4,17.7,1.8,20.9,27.2,0.2,5.7,1.7,93,Moderate
26.2,99.9,53.5,24.7,78.2,18.9,1.9,24.2,22.7,0.5,8.4,2.7,100,Moderate
23.8,99.3,29.6,27.1,57.8,17.6,1.9,23.4,17,0.5,8.9,2.5,103,Very Unhealthy
22.6,88.7,29.2,22.3,51.5,17.4,1.9,23.8,15.6,0.3,7.4,2.5,97,Moderate
21.9,85.4,31.3,19.2,50.5,17.1,1.8,24.5,18.4,0.3,7,2.5,96,Moderate
19.1,89.7,22.9,12.9,35.8,15.6,1.8,23.3,12.8,0.2,6.9,3.2,90,Moderate
21.7,114.4,22.8,13.2,36,15,1.8,22.6,23.1,0.2,8.8,3.8,105,Very Unhealthy
17.9,85.8,29.4,14.9,44.6,18,1.8,19.1,11.7,0.3,5.7,2.4,97,Moderate
16.5,76.1,27.8,16.4,44.2,18.1,1.8,19.3,16.4,0.2,5.2,2,92,Moderate
14.8,72,21.9,9.6,31.4,17,1.8,19.7,17.6,0.2,4.4,2.2,91,Moderate
15.7,61.9,30.8,12.7,43.5,18.6,1.8,19.8,19,0.3,3.4,1.4,93,Moderate
13.5,52.1,37.2,13.1,50.8,18.9,1.8,21.6,21.9,0.3,2.6,0.8,95,Moderate
12.9,47.6,23.6,9.3,32.9,16.6,1.8,24.7,24.4,0.4,2.9,1.2,90,Moderate
11,46.7,26.4,11.3,37.7,17.3,1.8,24.3,11.2,0.3,2.5,1.2,91,Moderate
12.8,49.7,23.1,11.7,34.8,16.8,1.8,24.4,18.8,0.2,3.1,1.3,89,Moderate
13,45.4,32.8,19.5,52.3,18.7,1.8,24.3,16,0.3,2.9,0.5,93,Moderate
14.6,62.5,36.7,18.9,55.6,18.1,1.8,24.2,15.8,0.3,4.5,1.4,94,Moderate
18.7,70.9,23.3,14.8,38,16.6,1.8,24.3,15.9,0.2,5.2,2.1,92,Moderate
15.4,64.7,35.2,16.3,51.5,17.8,1.7,22.4,20.1,0.2,4.3,1.4,92,Moderate
15.2,64.9,30.5,15.9,46.4,16.3,1.5,22.6,22.7,0.3,5,1.8,80,Moderate
16,58.5,25.3,14.1,39.4,17.1,1.4,19.6,19.9,0.2,3.8,1.5,76,Moderate
15.3,64.1,40.2,18.3,58.5,18.6,1.5,18.9,14.3,0.2,4.2,1.5,79,Moderate
16.1,74.7,54.7,20.1,74.7,18.2,1.6,24.6,14.9,0.3,5.4,1.9,92,Moderate
12.4,58.6,38.4,20.3,58.6,17.4,1.5,23.7,15.7,0.3,4.6,1.3,83,Moderate
12,58.3,31.5,16.9,48.4,18.6,1.7,17.6,22.7,0.2,3.7,1,84,Moderate
14.6,69.5,25.9,14.6,40,20.6,1.8,11.1,15.1,0.2,3.2,1.2,92,Moderate
11.1,45.3,20.1,12.1,32.2,21,1.8,10.8,14.8,0.1,0.7,0.1,89,Moderate
25.6,55.7,37.2,13.9,51.1,23,1.8,11.8,17.2,0.2,0.9,0.2,93,Moderate
16.8,79.7,32.6,12.8,45.4,20.2,1.7,11,14.8,0.2,3.9,1.8,90,Moderate
14,60.5,25.7,10.1,35.8,18.4,1.4,12.4,26.2,0.1,2.8,1.3,75,Moderate
17.1,76.7,28.9,9.6,38.5,16.6,1.4,15.9,23.8,0.2,5,2.5,71,Moderate
18.1,86.8,29.6,9.8,39.4,17.4,1.5,14.9,23,0.1,5.1,2.5,86,Moderate
16.6,72.8,30.6,9.8,40.4,20.1,1.8,11.2,20,0.2,3.1,1.6,90,Moderate
14.9,60.2,25.9,9.8,35.8,20.1,1.7,11.3,26.7,0.9,2.7,1,91,Moderate
12.9,48.6,26.9,9.7,36.6,19.5,1.4,11,20,0.3,1.4,0.8,73,Moderate
13.9,48.7,31.3,11,42.3,19.1,1.5,13.7,31.9,0.2,1.9,0.6,76,Moderate
12.4,46,32.6,14.1,46.5,19.5,1.6,16.1,24.4,0.2,2,0.5,81,Moderate
12.5,43.7,32.2,13.7,45.9,19.5,1.6,16.3,24.9,0.2,1.8,0.4,81,Moderate
16.9,45.9,26.5,11.7,38.2,7.2,1.3,13.1,24.6,0.2,1.6,2.6,81,Moderate
14.5,49.5,16.3,7.1,23.3,7.5,0.7,7.5,18.9,0.9,1.7,2.9,66,Moderate
16.4,53.6,12.6,6.4,19,8.9,0.6,9.1,17,0.6,1.9,2.8,64,Moderate
12.4,57.2,17.3,8.5,25.8,10.6,0.6,9.9,18.8,1.2,3,2.6,65,Moderate
12.9,65.7,23.9,11.5,35.3,11.1,0.5,10.4,17.4,1.9,4.2,2.8,72,Moderate
14.4,77.5,25.3,11.9,36.5,9.6,0.5,8.7,18.7,1.8,4.9,3.5,77,Moderate
16.3,85.4,27.8,11.5,38.5,8.4,0.6,9.6,15.9,1.7,5.2,3.9,86,Moderate
18.4,75.7,27.3,21,48.3,16.2,0.7,9.8,22.8,2.3,5.5,1.8,87,Moderate
18.1,50.4,22.2,28,50.3,18.1,0.7,9.3,30.2,3.2,4.4,0.1,90,Moderate
15.5,46.9,25.6,19.3,44.8,17.1,0.6,9.5,20.7,2.3,3.1,0.8,71,Moderate
13.6,57.3,21.6,15.5,36.5,15.5,0.5,8.6,21.9,1.3,3.6,1.5,61,Moderate
15.9,56.1,23.5,13.6,37,14.1,0.5,9.5,13.6,2.1,3.3,2,69,Moderate
14,48.2,23.6,14.4,37.3,14,0.5,10.4,12.8,2.1,3.1,1.9,62,Moderate
11.6,55.6,17.4,9.9,26.1,10.3,0.3,9.7,14.6,1,2.8,2.6,58,Moderate
12.3,59.3,17.3,9.6,26,9.4,0.4,10.4,14.3,1,3.3,3,60,Moderate
14.3,53,17.6,11.9,29.1,8.8,0.5,10.4,14.8,1.1,2.7,2.7,65,Moderate
14.5,56.8,22.6,13.2,34.6,9.6,0.5,10.8,12.4,1.7,3.9,3.1,61,Moderate
16,82.3,27,11.3,35.4,8.9,0.5,10.9,13,1.4,4.8,3.9,80,Moderate
16.5,78.8,26.6,11.7,35.4,9.5,0.5,11.2,12.2,1.8,4.7,3.7,82,Moderate
19.3,88.6,25.3,13.3,35.7,10.4,0.5,11.2,13.3,1.7,5.6,3.8,84,Moderate
18.8,88.9,22.8,13.3,33.9,9.2,0.4,11.8,13.7,1.3,5.1,3.6,90,Moderate
20.4,80.9,20.8,15.5,36.3,8.5,0.5,12,13.2,1.7,5,3.4,92,Moderate
17.7,53.8,30.2,14.2,44.2,12.2,0.5,11.5,14.9,3.6,4.6,2.7,71,Moderate
15,49.6,27.7,13.2,40.8,12.1,0.5,11.6,13.4,2.1,3.2,2.3,63,Moderate
10.5,31.8,29.7,14.2,43.9,12.7,0.5,10.9,13.4,3.2,2.6,1.8,60,Moderate
7.2,31.5,21,11.4,32.4,8.7,0.4,9.4,16.5,1.5,1.2,1.9,59,Moderate
10.3,34.3,19.6,15.3,34.8,7.9,0.5,9.2,19.6,1.5,1.7,2,63,Moderate
11.9,39.1,22.6,15.2,35.8,7.9,0.5,9.4,14.7,1.8,2.4,2.6,59,Moderate
8.7,24.7,21.3,17.3,38.5,7.6,0.6,11.1,17,1.5,1.4,1.8,59,Moderate
9.9,21.6,27.8,19.6,47.3,11.7,0.6,12.5,14.6,1.7,1.2,0.9,61,Moderate
13.4,31.6,37.7,17.3,54.8,12.9,0.6,13.3,12.9,4.1,3.5,2,67,Moderate
16.3,44,45,14.3,58.4,10.3,0.7,12.9,12.2,2.9,3.2,2.9,68,Moderate
14,53.1,31.9,13.7,44.9,11,0.6,12.6,12.6,2.2,2.7,2.3,84,Moderate
10.5,46.4,21,11.9,30.7,7.7,0.4,11.1,14.1,1.1,2.6,2.9,57,Moderate
17.7,82.4,20.1,9.3,29.3,5.7,0.4,11.4,15.3,1.7,5.5,4.5,76,Moderate
9.8,54.1,22,12.6,34.2,6.5,0.4,11.5,14.2,2.1,3,2.9,84,Moderate
10.5,45.9,18.6,10.5,28.6,6.2,0.4,10.8,14.8,1.1,2.2,2.9,61,Moderate
8.7,28.1,26,13,38.8,6.3,0.5,9.4,12.9,1.9,1.2,2.5,59,Moderate
11,49.5,28.4,10.6,37.5,8.2,0.4,7.3,12.2,2.1,2.3,3,67,Moderate
11.6,48,24.4,11.9,35.3,6.8,0.4,7.2,13.9,2.1,2.3,3,72,Moderate
11.1,44.9,25.4,11.5,36.9,5.6,0.4,7.4,11.7,1.7,2.1,3.2,63,Moderate
9.2,43.5,26.8,10,36.8,5.4,0.4,8,13.5,1.7,1.9,3.2,65,Moderate
10.8,57,22.7,10,32.7,6.6,0.4,8.2,13.2,1.9,3.4,3.5,66,Moderate
11.5,51.2,28.3,9.4,37.7,7,0.5,8.3,11.9,1.6,2.3,3.2,66,Moderate
14.6,59.2,27.7,9.5,37.1,11.1,0.5,8.6,12.3,2.7,3.7,3.1,69,Moderate
14.1,62.7,24.2,11.3,35.5,14.4,0.5,9.2,12.4,2,3.5,2.2,70,Moderate
18.8,78.8,29,13.2,42.1,17.5,0.5,10,12.3,2.1,4.8,2.2,77,Moderate
18.7,57.5,32.2,17,49.1,17.6,0.6,9.4,12.9,2.7,3.4,1.4,78,Moderate
22.6,48.5,33.2,19.7,52.8,16.5,0.7,9.5,16.5,2.7,2.8,1.1,79,Moderate
11.6,32.1,21.5,16.1,37.5,16,0.6,8.7,17.4,2.2,1.6,0.6,64,Moderate
7.3,25.9,22.4,15.2,37.6,14.3,0.4,8.2,15.7,2.7,1.7,1,55,Moderate
7.9,22.1,22.4,13.8,36.2,13.5,0.3,7.7,15.3,2.8,1.3,1,51,Moderate
14.2,42.5,26.4,13.1,39.6,13.7,0.3,8,14.2,3.4,3.4,2.1,56,Moderate
11.8,41.5,21.6,10.5,32,12.1,0.3,8.1,14.6,3.6,3.2,2.3,59,Moderate
11.8,43.7,17,10.5,26.5,10,0.4,7.6,17.5,2.1,2.7,2.5,56,Moderate
14.2,53.7,17.1,9.9,25.6,9.9,0.5,8.4,16.9,2.2,3.4,3,61,Moderate
12.9,47.2,17.9,10.8,27.1,13.8,0.5,8.6,13.2,1.9,2.2,1.9,65,Moderate
10.4,33,23.4,12.7,34,15.7,0.5,7.7,15.4,1.9,1,1,58,Moderate
9.3,33.2,19,11.8,30.2,18.3,0.5,7.8,14.5,2.3,1.5,0.6,56,Moderate
9.4,39,18.2,10.6,27.5,16.6,0.4,7.9,14.6,2.1,1.8,1.1,58,Moderate
8,29.6,18.2,9.9,27.3,16.3,0.4,8.6,13.8,1.8,0.6,0.7,56,Moderate
8.1,23.1,16,8.7,24.2,15.2,0.4,10.3,13.8,1.7,0.5,0.8,49,Good
10.3,35.9,15.9,7.9,23.1,12.8,0.4,10.1,14,1.5,1.6,1.8,48,Good
11.9,41.4,18.9,9,26.8,12.4,0.4,10,12.9,1.6,1.8,2,56,Moderate
10.6,41,23.3,9.7,31.9,12.3,0.4,9.8,11.1,1.5,1.5,2,59,Moderate
12.7,51.4,24.5,9.1,32.5,11.5,0.4,9.4,12.5,1.2,2.1,2.4,60,Moderate
18.7,72.3,23.9,9.7,32.8,11.2,0.4,9.5,12.5,1.2,3.7,3.1,69,Moderate
18.5,67,19.8,8.5,28.1,11,0.4,9.3,11.4,1.4,2.9,2.9,74,Moderate
18.7,76.5,18,7.5,23.5,9.7,0.4,9.1,12.1,2.5,4.6,3.8,78,Moderate
15.6,62.8,19.1,7.7,25.2,8.2,0.4,8.7,12.2,1.3,2.6,3.3,72,Moderate
12.7,56.8,20.9,7.9,28.4,8.8,0.5,7.4,11.5,1.3,2.3,3,66,Moderate
13.1,52.6,28.8,10.2,38.2,10,0.5,8.2,9.9,1.5,2.1,2.8,66,Moderate
15.1,61.4,27.5,12.5,40,10.9,0.6,8.6,10.8,1.3,3,2.7,69,Moderate
11.8,47.8,23.1,10.3,33.4,10.2,0.5,9.5,12.3,1.3,1.7,2.2,70,Moderate
11.9,51.8,21.5,9.9,31.4,8.8,0.5,9.6,12.8,1.1,2.6,2.9,60,Moderate
13.3,64.1,17.7,9.2,26.8,8.8,0.5,7.7,13.6,1.3,3.4,3.2,67,Moderate
11.4,52.7,20.6,8.7,29.2,8.6,0.6,7.4,11.2,1.6,2.4,3,65,Moderate
11.4,53.1,23.2,9.8,32.3,10.3,0.5,8.1,10.4,2,2.8,2.8,67,Moderate
13.8,63.9,25.3,11.1,35.4,8.7,0.5,8.9,10.7,1.6,3.4,3.3,73,Moderate
15.8,53.4,22,11.1,32.2,5.7,0.5,8.6,11.2,1.7,2.7,3.6,68,Moderate
13,53.1,22.4,10.7,32.6,7.5,0.6,9,10.3,1.7,3.1,3.4,62,Moderate
16,52.9,23.1,11.6,34,12.9,0.6,9.6,9.4,2.9,3.9,2.7,64,Moderate
18.6,49.4,18.4,10.1,27.7,12.4,0.6,9.6,11.9,1.8,2.5,2.4,62,Moderate
12.4,47.3,24.2,11.9,35.1,12.8,0.7,11.1,8.1,3,3.6,2.6,66,Moderate
14.8,59.1,24.3,11.3,35,15.1,0.6,12.3,8.6,2.7,4.1,2.4,73,Moderate
13.5,55.1,22.7,10.4,32.2,14.5,0.4,12,10.5,2.2,3.4,2.1,64,Moderate
12.8,45,18.9,9.9,28.7,19.5,0.5,11.5,9.3,2.7,3.2,1.2,53,Moderate
13.2,46.3,22.5,10,32.3,16,0.7,11.1,8.9,2.4,3.2,2,57,Moderate
11.2,39.6,27.4,10.9,37.6,16.1,0.7,11,7.1,2.1,1.8,1.5,62,Moderate
11.5,42.2,23.9,11.3,34.6,15.2,0.6,11.2,8.9,1.6,1.8,1.5,62,Moderate
9.8,33,25.3,10.7,35.7,11.7,0.7,11,10.8,1.5,1,1.7,62,Moderate
12.1,41.2,24.2,9.3,32.1,9.8,0.7,10.9,8.6,1.8,1.7,2.6,67,Moderate
6.7,21.3,22.6,11.5,33.3,11.1,0.6,11,9.9,1.4,0,1.4,60,Moderate
7.7,20.7,16.9,12,28.8,12.6,0.6,11.2,9.4,1.1,0.2,1,54,Moderate
5.7,20.4,13.8,10.5,24.1,13,0.6,11.4,10.3,1.3,0.6,1.1,49,Good
7.6,29.4,12.5,10.8,23.1,11.7,0.6,10.9,9.6,1.1,1.4,1.7,47,Good
10.7,34.3,13.4,12,24.8,10.1,0.6,11.1,9.1,1.2,2.1,2.3,49,Good
8.7,29.6,13.5,13.7,26.7,9,0.7,11.8,12.3,1.1,1.9,2.1,51,Moderate
12.1,46.8,14.4,12.7,26.8,9.2,0.6,12,9.2,1.2,3.2,2.8,54,Moderate
13.9,51.1,10.6,12.3,22.6,9.9,0.4,11.8,10.4,1.2,3.3,2.6,54,Moderate
14.6,47,20.4,13.8,33.5,10.3,0.5,12,7.5,1.3,2.9,2.6,55,Moderate
10.9,41.8,13.6,12.5,23.7,10.3,0.4,11.4,7.8,1.3,2.3,2.4,55,Moderate
12.9,39.6,24.3,13.8,38.1,11.4,0.5,12,7.1,1.3,2.2,2.1,53,Moderate
13.2,54.5,17.5,12.1,29.5,11,0.5,11.6,9,1.1,3.1,2.5,60,Moderate
10.9,32.9,18.7,17.7,35.3,9.1,0.6,11.3,12,1.1,2,1.9,57,Moderate
12,45.3,31.6,13.8,44.4,19.5,0.6,12.4,7.2,1.3,1.6,0.6,65,Moderate
16.2,43.5,31.8,12.9,44.4,15.4,0.6,11.5,8.2,1.1,1.2,1.3,64,Moderate
18,42.7,36.8,17.4,52.3,14.9,0.8,12.1,7.9,1.4,1,1.2,80,Moderate
21.7,38.5,15.8,31,46.8,13.3,0.8,11.6,18.5,1.4,2.7,0.4,83,Moderate
14.9,34.2,17.9,21.9,39.8,17.4,0.8,11,10.9,1.7,1.6,0.1,73,Moderate
12.1,33,20.6,17,37.4,15.2,0.5,8.8,11.1,2.1,1.8,0.9,57,Moderate
15.1,44.6,16,16,31.9,12,0.5,6.9,11.1,3,3.7,2.3,56,Moderate
18.6,57.9,20.1,13.6,33.1,13.9,0.6,7.6,8.7,2.6,3.9,2.5,64,Moderate
15,59.5,21.4,12.4,32.8,11.2,0.6,7.4,9.3,3.7,5,3.4,67,Moderate
16.9,37.2,20.5,22.1,42,11.6,0.7,7.6,10.7,3,3.4,2,64,Moderate
17.3,39.5,22.9,19.6,41.9,19.4,0.7,8,10.7,3.3,2.8,0.6,70,Moderate
8.4,22.7,15.7,12.3,28,14.5,0.4,7.4,10.1,2.4,1,1,49,Good
8.3,27.4,18.7,10.2,28.8,16.9,0.3,7.8,7.4,2.9,1.9,1.2,40,Good
9.6,32.1,18,9.7,27.5,12.3,0.3,8.2,7.3,2.6,2.2,2.1,42,Good
8.3,26.2,21.8,9.8,31.5,12.7,0.3,8.4,6.3,2.8,1.9,2,41,Good
10.5,42.8,25.6,8.7,33.3,12.8,0.4,8.4,6.3,2,2,2.3,50,Good
16.2,56.3,28.9,11.8,39.4,14,0.5,8.6,8,2.6,3.4,2.5,64,Moderate
17.6,52.3,27.2,14.4,40.9,13.2,0.7,8.8,8.2,2,2.8,2.3,68,Moderate
24.8,64.3,24.9,18.9,43,13.3,0.7,9.2,10.7,2.1,4.3,2.6,72,Moderate
32.1,74.9,30.5,23.5,52.8,17.1,1.2,9.9,15.4,2.5,5,2.1,96,Moderate
